League,Club,Player,Position,Date of Birth,Age,Market Value
LaLiga,Deportivo Alavés,Mubarak Wakaso,Central Midfield,"Jul 25, 1990",28,1500000.0
LaLiga,Deportivo Alavés,Jony,Left Winger,"Jul 9, 1991",27,10000000.0
LaLiga,Deportivo Alavés,Takashi Inui,Left Winger,"Jun 2, 1988",30,5000000.0
LaLiga,Deportivo Alavés,Diego Rolan,Left Winger,"Mar 24, 1993",26,2500000.0
LaLiga,Deportivo Alavés,Burgui,Left Winger,"Oct 29, 1993",25,1500000.0
LaLiga,Deportivo Alavés,Álex Blanco,Left Winger,"Dec 16, 1998",20,300000.0
LaLiga,Deportivo Alavés,Patrick Twumasi,Right Winger,"May 9, 1994",24,1200000.0
LaLiga,Deportivo Alavés,Jonathan Calleri,Centre-Forward,"Sep 23, 1993",25,6000000.0
LaLiga,Deportivo Alavés,John Guidetti,Centre-Forward,"Apr 15, 1992",26,3000000.0
LaLiga,Deportivo Alavés,Borja Bastón,Centre-Forward,"Aug 25, 1992",26,2000000.0
LaLiga,Levante UD,Oier Olazábal,Goalkeeper,"Sep 14, 1989",29,2500000.0
LaLiga,Levante UD,Aitor Fernández,Goalkeeper,"May 3, 1991",27,800000.0
LaLiga,Levante UD,Koke,Goalkeeper,"Sep 27, 1995",23,100000.0
LaLiga,Levante UD,Rúben Vezo,Centre-Back,"Apr 25, 1994",24,6000000.0
LaLiga,Levante UD,Erick Cabaco,Centre-Back,"Apr 19, 1995",23,4000000.0
LaLiga,Levante UD,Rober Pier,Centre-Back,"Feb 16, 1995",24,3000000.0
LaLiga,Levante UD,Chema,Centre-Back,"Mar 3, 1992",27,3000000.0
LaLiga,Levante UD,Sergio Postigo,Centre-Back,"Nov 4, 1988",30,3000000.0
LaLiga,Levante UD,Antonio Luna,Left-Back,"Mar 17, 1991",28,1500000.0
LaLiga,Levante UD,Toño,Left-Back,"Nov 7, 1989",29,
LaLiga,Levante UD,Coke,Right-Back,"Apr 26, 1987",31,2000000.0
LaLiga,Levante UD,Pedro López,Right-Back,"Nov 1, 1983",35,300000.0
LaLiga,Levante UD,Nikola Vukcevic,Defensive Midfield,"Dec 13, 1991",27,2500000.0
LaLiga,Levante UD,Cheick Doukouré,Defensive Midfield,"Sep 11, 1992",26,1000000.0
LaLiga,Levante UD,Enis Bardhi,Central Midfield,"Jul 2, 1995",23,10000000.0
LaLiga,Levante UD,José Campaña,Central Midfield,"May 31, 1993",25,10000000.0
LaLiga,Levante UD,Rubén Rochina,Attacking Midfield,"Mar 23, 1991",28,3000000.0
LaLiga,Levante UD,Moses Simon,Left Winger,"Jul 12, 1995",23,3000000.0
LaLiga,Levante UD,Jason,Right Winger,"Jul 6, 1994",24,4000000.0
LaLiga,Levante UD,Roger Martí,Centre-Forward,"Jan 3, 1991",28,10000000.0
LaLiga,Levante UD,José Luis Morales,Centre-Forward,"Jul 23, 1987",31,10000000.0
LaLiga,Levante UD,Borja Mayoral,Centre-Forward,"Apr 5, 1997",22,5000000.0
LaLiga,Levante UD,Raphael Dwamena,Centre-Forward,"Sep 12, 1995",23,3000000.0
LaLiga,SD Eibar,Marko Dmitrovic,Goalkeeper,"Jan 24, 1992",27,10000000.0
LaLiga,SD Eibar,Asier Riesgo,Goalkeeper,"Oct 6, 1983",35,400000.0
LaLiga,SD Eibar,Paulo Oliveira,Centre-Back,"Jan 8, 1992",27,6000000.0
LaLiga,SD Eibar,Anaitz Arbilla,Centre-Back,"May 15, 1987",31,2000000.0
LaLiga,SD Eibar,Pedro Bigas,Centre-Back,"May 15, 1990",28,1200000.0
LaLiga,SD Eibar,Iván Ramis,Centre-Back,"Oct 25, 1984",34,500000.0
LaLiga,SD Eibar,Marc Cucurella,Left-Back,"Jul 22, 1998",20,10000000.0
LaLiga,SD Eibar,José Ángel,Left-Back,"Sep 5, 1989",29,4000000.0
LaLiga,SD Eibar,Rubén Peña,Right-Back,"Jul 18, 1991",27,10000000.0
LaLiga,SD Eibar,Jordi Calavera,Right-Back,"Aug 2, 1995",23,900000.0
LaLiga,SD Eibar,Pape Diop,Defensive Midfield,"Mar 19, 1986",33,1500000.0
LaLiga,SD Eibar,Joan Jordán,Central Midfield,"Jul 6, 1994",24,10000000.0
LaLiga,SD Eibar,Gonzalo Escalante,Central Midfield,"Mar 27, 1993",26,4000000.0
LaLiga,SD Eibar,Sergio Álvarez,Central Midfield,"Jan 23, 1992",27,2500000.0
LaLiga,SD Eibar,Pablo de Blasis,Left Winger,"Feb 4, 1988",31,2000000.0
LaLiga,SD Eibar,Pere Milla,Left Winger,"Sep 23, 1992",26,800000.0
LaLiga,SD Eibar,Fabián Orellana,Right Winger,"Jan 27, 1986",33,2500000.0
LaLiga,SD Eibar,Pedro León,Right Winger,"Nov 24, 1986",32,2000000.0
LaLiga,SD Eibar,Sergi Enrich,Centre-Forward,"Feb 26, 1990",29,7500000.0
LaLiga,SD Eibar,Kike,Centre-Forward,"Nov 25, 1989",29,3000000.0
LaLiga,SD Eibar,Charles,Centre-Forward,"Apr 4, 1984",35,2000000.0
LaLiga,SD Eibar,Marc Cardona,Centre-Forward,"Jul 8, 1995",23,1000000.0
LaLiga,Rayo Vallecano,Stole Dimitrievski,Goalkeeper,"Dec 25, 1993",25,1500000.0
LaLiga,Rayo Vallecano,Alberto García,Goalkeeper,"Feb 9, 1985",34,500000.0
LaLiga,Rayo Vallecano,Jordi Amat,Centre-Back,"Mar 21, 1992",27,4000000.0
LaLiga,Rayo Vallecano,Abdoulaye Ba,Centre-Back,"Jan 1, 1991",28,2500000.0
LaLiga,Rayo Vallecano,Emiliano Velázquez,Centre-Back,"Apr 30, 1994",24,1500000.0
LaLiga,Rayo Vallecano,Alejandro Gálvez,Centre-Back,"Jun 6, 1989",29,1500000.0
LaLiga,Rayo Vallecano,Alejandro Catena,Centre-Back,"Oct 28, 1994",24,300000.0
LaLiga,Rayo Vallecano,Àlex Moreno,Left-Back,"Jun 8, 1993",25,7500000.0
LaLiga,Rayo Vallecano,Sergio Akieme,Left-Back,"Dec 16, 1997",21,300000.0
LaLiga,Rayo Vallecano,Luis Advíncula,Right-Back,"Mar 2, 1990",29,3000000.0
LaLiga,Rayo Vallecano,Tito,Right-Back,"Jul 11, 1985",33,500000.0
LaLiga,Rayo Vallecano,Giannelli Imbula,Defensive Midfield,"Sep 12, 1992",26,6000000.0
LaLiga,Rayo Vallecano,Uche Agbo,Defensive Midfield,"Dec 4, 1995",23,3500000.0
LaLiga,Rayo Vallecano,Mario Suárez,Defensive Midfield,"Feb 24, 1987",32,2000000.0
LaLiga,Rayo Vallecano,Gorka Elustondo,Defensive Midfield,"Mar 18, 1987",32,500000.0
LaLiga,Rayo Vallecano,Santi Comesaña,Central Midfield,"Oct 5, 1996",22,4000000.0
LaLiga,Rayo Vallecano,Álvaro Medrán,Central Midfield,"Mar 15, 1994",25,1500000.0
LaLiga,Rayo Vallecano,José Pozo,Attacking Midfield,"Mar 15, 1996",23,3000000.0
LaLiga,Rayo Vallecano,Óscar Trejo,Attacking Midfield,"Apr 26, 1988",30,2500000.0
LaLiga,Rayo Vallecano,Álvaro García,Left Winger,"Oct 27, 1992",26,5000000.0
LaLiga,Rayo Vallecano,Gaël Kakuta,Left Winger,"Jun 21, 1991",27,3000000.0
LaLiga,Rayo Vallecano,Bebé,Left Winger,"Jul 12, 1990",28,1000000.0
LaLiga,Rayo Vallecano,Adrián Embarba,Right Winger,"May 7, 1992",26,3500000.0
LaLiga,Rayo Vallecano,Raúl de Tomás,Centre-Forward,"Oct 17, 1994",24,10000000.0
LaLiga,Rayo Vallecano,Franco Di Santo,Centre-Forward,"Apr 7, 1989",30,2500000.0
LaLiga,Rayo Vallecano,Javi Guerra,Centre-Forward,"Mar 15, 1982",37,200000.0
LaLiga,Real Valladolid CF,Jordi Masip,Goalkeeper,"Jan 3, 1989",30,6000000.0
LaLiga,Real Valladolid CF,Yoel Rodríguez,Goalkeeper,"Aug 28, 1988",30,1500000.0
LaLiga,Real Valladolid CF,Fernando Calero,Centre-Back,"Sep 14, 1995",23,8000000.0
LaLiga,Real Valladolid CF,Joaquín Fernández,Centre-Back,"May 31, 1996",22,1000000.0
LaLiga,Real Valladolid CF,Kiko Olivas,Centre-Back,"Aug 21, 1988",30,1000000.0
LaLiga,Real Valladolid CF,Nacho Martínez,Left-Back,"Mar 7, 1989",30,3000000.0
LaLiga,Real Valladolid CF,Moisés Delgado,Left-Back,"Apr 18, 1994",24,300000.0
LaLiga,Real Valladolid CF,Antoñito,Right-Back,"Dec 24, 1987",31,1500000.0
LaLiga,Real Valladolid CF,Javi Moyano,Right-Back,"Feb 23, 1986",33,400000.0
LaLiga,Real Valladolid CF,Luismi,Defensive Midfield,"May 5, 1992",26,700000.0
LaLiga,Real Valladolid CF,Borja Fernández,Defensive Midfield,"Jan 14, 1981",38,100000.0
LaLiga,Real Valladolid CF,Rubén Alcaraz,Central Midfield,"May 1, 1991",27,10000000.0
LaLiga,Real Valladolid CF,Anuar,Central Midfield,"Jan 15, 1995",24,800000.0
LaLiga,Real Valladolid CF,Míchel,Attacking Midfield,"Jul 29, 1988",30,1500000.0
LaLiga,Real Valladolid CF,Toni Villa,Left Winger,"Jan 7, 1995",24,6000000.0
LaLiga,Real Valladolid CF,Waldo Rubio,Left Winger,"Aug 17, 1995",23,200000.0
LaLiga,Real Valladolid CF,Daniele Verde,Right Winger,"Jun 20, 1996",22,2500000.0
LaLiga,Real Valladolid CF,Keko,Right Winger,"Dec 27, 1991",27,2000000.0
LaLiga,Real Valladolid CF,Pablo Hervías,Right Winger,"Mar 8, 1993",26,800000.0
LaLiga,Real Valladolid CF,Enes Ünal,Centre-Forward,"May 10, 1997",21,5000000.0
LaLiga,Real Valladolid CF,Sergi Guardiola,Centre-Forward,"May 29, 1991",27,5000000.0
LaLiga,Real Valladolid CF,Óscar Plano,Centre-Forward,"Feb 11, 1991",28,2500000.0
LaLiga,Real Valladolid CF,Duje Cop,Centre-Forward,"Feb 1, 1990",29,2000000.0
LaLiga,Real Valladolid CF,Stiven Plaza,Centre-Forward,"Mar 11, 1999",20,2000000.0
LaLiga,SD Huesca,Aleksandar Jovanovic,Goalkeeper,"Dec 6, 1992",26,1000000.0
LaLiga,SD Huesca,Javi Varas,Goalkeeper,"Sep 10, 1982",36,300000.0
LaLiga,SD Huesca,Roberto Santamaría,Goalkeeper,"Feb 17, 1985",34,300000.0
LaLiga,SD Huesca,Jorge Pulido,Centre-Back,"Apr 8, 1991",28,3000000.0
LaLiga,SD Huesca,Xabier Etxeita,Centre-Back,"Oct 31, 1987",31,2000000.0
LaLiga,SD Huesca,Pablo Insua,Centre-Back,"Sep 9, 1993",25,1500000.0
LaLiga,SD Huesca,Martín Mantovani,Centre-Back,"Jul 7, 1984",34,400000.0
LaLiga,SD Huesca,Adrián Diéguez,Centre-Back,"Feb 4, 1996",23,300000.0
LaLiga,SD Huesca,Javi Galán,Left-Back,"Nov 19, 1994",24,1000000.0
LaLiga,SD Huesca,Luisinho,Left-Back,"May 5, 1985",33,1000000.0
LaLiga,SD Huesca,Jorge Miramón,Right-Back,"Jun 2, 1989",29,3000000.0
LaLiga,SD Huesca,Carlos Akapo,Right-Back,"Mar 12, 1993",26,1000000.0
LaLiga,SD Huesca,Yangel Herrera,Defensive Midfield,"Jan 7, 1998",21,1500000.0
LaLiga,SD Huesca,Juan Aguilera,Defensive Midfield,"Sep 13, 1985",33,400000.0
LaLiga,SD Huesca,Gonzalo Melero,Central Midfield,"Jan 2, 1994",25,5000000.0
LaLiga,SD Huesca,Christian Rivera,Central Midfield,"Jul 9, 1997",21,2500000.0
LaLiga,SD Huesca,Damián Musto,Central Midfield,"Jun 9, 1987",31,1500000.0
LaLiga,SD Huesca,Moi Gómez,Attacking Midfield,"Jun 23, 1994",24,5000000.0
LaLiga,SD Huesca,Juanjo Camacho,Attacking Midfield,"Aug 2, 1980",38,100000.0
LaLiga,SD Huesca,Ezequiel Ávila,Left Winger,"Feb 6, 1994",25,3000000.0
LaLiga,SD Huesca,Álex Gallar,Left Winger,"Mar 19, 1992",27,1500000.0
LaLiga,SD Huesca,David Ferreiro,Right Winger,"Apr 1, 1988",31,2000000.0
LaLiga,SD Huesca,Juanpi Añor,Right Winger,"Jan 24, 1994",25,1500000.0
LaLiga,SD Huesca,Cucho Hernández,Centre-Forward,"Apr 22, 1999",19,5000000.0
LaLiga,SD Huesca,Enric Gallego,Centre-Forward,"Sep 12, 1986",32,3000000.0
Serie A,Juventus FC,Wojciech Szczesny,Goalkeeper,"Apr 18, 1990",28,30000000.0
Serie A,Juventus FC,Mattia Perin,Goalkeeper,"Nov 10, 1992",26,15000000.0
Serie A,Juventus FC,Carlo Pinsoglio,Goalkeeper,"Mar 16, 1990",29,500000.0
Serie A,Juventus FC,Leonardo Bonucci,Centre-Back,"May 1, 1987",31,35000000.0
Serie A,Juventus FC,Daniele Rugani,Centre-Back,"Jul 29, 1994",24,22000000.0
Serie A,Juventus FC,Giorgio Chiellini,Centre-Back,"Aug 14, 1984",34,10000000.0
Serie A,Juventus FC,Martín Cáceres,Centre-Back,"Apr 7, 1987",32,3000000.0
Serie A,Juventus FC,Andrea Barzagli,Centre-Back,"May 8, 1981",37,1000000.0
Serie A,Juventus FC,Alex Sandro,Left-Back,"Jan 26, 1991",28,50000000.0
Serie A,Juventus FC,Leonardo Spinazzola,Left-Back,"Mar 25, 1993",26,12000000.0
Serie A,Juventus FC,João Cancelo,Right-Back,"May 27, 1994",24,55000000.0
Serie A,Juventus FC,Mattia De Sciglio,Right-Back,"Oct 20, 1992",26,14000000.0
Serie A,Juventus FC,Miralem Pjanic,Defensive Midfield,"Apr 2, 1990",29,70000000.0
Serie A,Juventus FC,Emre Can,Defensive Midfield,"Jan 12, 1994",25,30000000.0
Serie A,Juventus FC,Rodrigo Bentancur,Central Midfield,"Jun 25, 1997",21,35000000.0
Serie A,Juventus FC,Blaise Matuidi,Central Midfield,"Apr 9, 1987",32,30000000.0
Serie A,Juventus FC,Sami Khedira,Central Midfield,"Apr 4, 1987",32,15000000.0
Serie A,Juventus FC,Cristiano Ronaldo,Left Winger,"Feb 5, 1985",34,100000000.0
Serie A,Juventus FC,Douglas Costa,Right Winger,"Sep 14, 1990",28,45000000.0
Serie A,Juventus FC,Federico Bernardeschi,Right Winger,"Feb 16, 1994",25,45000000.0
Serie A,Juventus FC,Juan Cuadrado,Right Winger,"May 26, 1988",30,25000000.0
Serie A,Juventus FC,Paulo Dybala,Second Striker,"Nov 15, 1993",25,100000000.0
Serie A,Juventus FC,Mario Mandzukic,Centre-Forward,"May 21, 1986",32,25000000.0
Serie A,Juventus FC,Moise Kean,Centre-Forward,"Feb 28, 2000",19,15000000.0
Serie A,SSC Napoli,Alex Meret,Goalkeeper,"Mar 22, 1997",22,20000000.0
Serie A,SSC Napoli,David Ospina,Goalkeeper,"Aug 31, 1988",30,5000000.0
Serie A,SSC Napoli,Orestis Karnezis,Goalkeeper,"Jul 11, 1985",33,2500000.0
Serie A,SSC Napoli,Kalidou Koulibaly,Centre-Back,"Jun 20, 1991",27,70000000.0
Serie A,SSC Napoli,Nikola Maksimovic,Centre-Back,"Nov 25, 1991",27,17000000.0
Serie A,SSC Napoli,Raúl Albiol,Centre-Back,"Sep 4, 1985",33,8000000.0
Serie A,SSC Napoli,Vlad Chiriches,Centre-Back,"Nov 14, 1989",29,4500000.0
Serie A,SSC Napoli,Sebastiano Luperto,Centre-Back,"Sep 6, 1996",22,2000000.0
Serie A,SSC Napoli,Faouzi Ghoulam,Left-Back,"Feb 1, 1991",28,25000000.0
Serie A,SSC Napoli,Mário Rui,Left-Back,"May 27, 1991",27,15000000.0
Serie A,SSC Napoli,Elseid Hysaj,Right-Back,"Feb 2, 1994",25,23000000.0
Serie A,SSC Napoli,Kévin Malcuit,Right-Back,"Jul 31, 1991",27,15000000.0
Serie A,SSC Napoli,Amadou Diawara,Defensive Midfield,"Jul 17, 1997",21,16000000.0
Serie A,SSC Napoli,Allan,Central Midfield,"Jan 8, 1991",28,60000000.0
Serie A,SSC Napoli,Fabián Ruiz,Central Midfield,"Apr 3, 1996",23,40000000.0
Serie A,SSC Napoli,Piotr Zielinski,Central Midfield,"May 20, 1994",24,40000000.0
Serie A,SSC Napoli,Lorenzo Insigne,Left Winger,"Jun 4, 1991",27,75000000.0
Serie A,SSC Napoli,Amin Younes,Left Winger,"Aug 6, 1993",25,5000000.0
Serie A,SSC Napoli,Simone Verdi,Right Winger,"Jul 12, 1992",26,25000000.0
Serie A,SSC Napoli,José Callejón,Right Winger,"Feb 11, 1987",32,20000000.0
Serie A,SSC Napoli,Adam Ounas,Right Winger,"Nov 11, 1996",22,10000000.0
Serie A,SSC Napoli,Arkadiusz Milik,Centre-Forward,"Feb 28, 1994",25,35000000.0
Serie A,SSC Napoli,Dries Mertens,Centre-Forward,"May 6, 1987",31,30000000.0
Serie A,Inter Milan,Samir Handanovic,Goalkeeper,"Jul 14, 1984",34,6000000.0
Serie A,Inter Milan,Raffaele Di Gennaro,Goalkeeper,"Oct 3, 1993",25,1000000.0
Serie A,Inter Milan,Daniele Padelli,Goalkeeper,"Oct 25, 1985",33,800000.0
Serie A,Inter Milan,Tommaso Berni,Goalkeeper,"Mar 6, 1983",36,100000.0
Serie A,Inter Milan,Milan Skriniar,Centre-Back,"Feb 11, 1995",24,60000000.0
Serie A,Inter Milan,Stefan de Vrij,Centre-Back,"Feb 5, 1992",27,45000000.0
Serie A,Inter Milan,Miranda,Centre-Back,"Sep 7, 1984",34,7000000.0
Serie A,Inter Milan,Andrea Ranocchia,Centre-Back,"Feb 16, 1988",31,3500000.0
Serie A,Inter Milan,Kwadwo Asamoah,Left-Back,"Dec 9, 1988",30,14000000.0
Serie A,Inter Milan,Dalbert,Left-Back,"Sep 8, 1993",25,12000000.0
Serie A,Inter Milan,Sime Vrsaljko,Right-Back,"Jan 10, 1992",27,20000000.0
Serie A,Inter Milan,Cédric Soares,Right-Back,"Aug 31, 1991",27,15000000.0
Serie A,Inter Milan,Danilo D'Ambrosio,Right-Back,"Sep 9, 1988",30,12000000.0
Serie A,Inter Milan,Marcelo Brozovic,Defensive Midfield,"Nov 16, 1992",26,45000000.0
Serie A,Inter Milan,Matías Vecino,Central Midfield,"Aug 24, 1991",27,25000000.0
Serie A,Inter Milan,João Mário,Central Midfield,"Jan 19, 1993",26,20000000.0
Serie A,Inter Milan,Roberto Gagliardini,Central Midfield,"Apr 7, 1994",25,18000000.0
Serie A,Inter Milan,Borja Valero,Central Midfield,"Jan 12, 1985",34,4000000.0
Serie A,Inter Milan,Radja Nainggolan,Attacking Midfield,"May 4, 1988",30,30000000.0
Serie A,Inter Milan,Ivan Perisic,Left Winger,"Feb 2, 1989",30,35000000.0
Serie A,Inter Milan,Keita Baldé,Left Winger,"Mar 8, 1995",24,28000000.0
Serie A,Inter Milan,Matteo Politano,Right Winger,"Aug 3, 1993",25,30000000.0
Serie A,Inter Milan,Antonio Candreva,Right Winger,"Feb 28, 1987",32,11000000.0
Serie A,Inter Milan,Mauro Icardi,Centre-Forward,"Feb 19, 1993",26,90000000.0
Serie A,Inter Milan,Lautaro Martínez,Centre-Forward,"Aug 22, 1997",21,25000000.0
Serie A,AC Milan,Gianluigi Donnarumma,Goalkeeper,"Feb 25, 1999",20,50000000.0
Serie A,AC Milan,Pepe Reina,Goalkeeper,"Aug 31, 1982",36,1000000.0
Serie A,AC Milan,Alessandro Plizzari,Goalkeeper,"Mar 12, 2000",19,1000000.0
Serie A,AC Milan,Antonio Donnarumma,Goalkeeper,"Jul 7, 1990",28,500000.0
Serie A,AC Milan,Alessio Romagnoli,Centre-Back,"Jan 12, 1995",24,50000000.0
Serie A,AC Milan,Mattia Caldara,Centre-Back,"May 5, 1994",24,25000000.0
Serie A,AC Milan,Mateo Musacchio,Centre-Back,"Aug 26, 1990",28,15000000.0
Serie A,AC Milan,Cristián Zapata,Centre-Back,"Sep 30, 1986",32,2500000.0
Serie A,AC Milan,Ricardo Rodríguez,Left-Back,"Aug 25, 1992",26,17000000.0
Serie A,AC Milan,Ivan Strinic,Left-Back,"Jul 17, 1987",31,4000000.0
Serie A,AC Milan,Davide Calabria,Right-Back,"Dec 6, 1996",22,20000000.0
Serie A,AC Milan,Andrea Conti,Right-Back,"Mar 2, 1994",25,18000000.0
Serie A,AC Milan,Ignazio Abate,Right-Back,"Nov 12, 1986",32,3000000.0
Serie A,AC Milan,Tiemoué Bakayoko,Defensive Midfield,"Aug 17, 1994",24,35000000.0
Serie A,AC Milan,Lucas Biglia,Defensive Midfield,"Jan 30, 1986",33,10000000.0
Serie A,AC Milan,Riccardo Montolivo,Defensive Midfield,"Jan 18, 1985",34,1000000.0
Serie A,AC Milan,Franck Kessié,Central Midfield,"Dec 19, 1996",22,35000000.0
Serie A,AC Milan,Giacomo Bonaventura,Central Midfield,"Aug 22, 1989",29,23000000.0
Serie A,AC Milan,Andrea Bertolacci,Central Midfield,"Jan 11, 1991",28,5000000.0
Serie A,AC Milan,José Mauri,Central Midfield,"May 16, 1996",22,1000000.0
Serie A,AC Milan,Diego Laxalt,Left Midfield,"Feb 7, 1993",26,16000000.0
Serie A,AC Milan,Lucas Paquetá,Attacking Midfield,"Aug 27, 1997",21,35000000.0
Serie A,AC Milan,Hakan Calhanoglu,Left Winger,"Feb 8, 1994",25,22000000.0
Serie A,AC Milan,Fabio Borini,Left Winger,"Mar 29, 1991",28,7000000.0
Serie A,AC Milan,Suso,Right Winger,"Nov 19, 1993",25,45000000.0
Serie A,AC Milan,Samu Castillejo,Right Winger,"Jan 18, 1995",24,18000000.0
Serie A,AC Milan,Krzysztof Piatek,Centre-Forward,"Jul 1, 1995",23,40000000.0
Serie A,AC Milan,Patrick Cutrone,Centre-Forward,"Jan 3, 1998",21,30000000.0
Serie A,AS Roma,Robin Olsen,Goalkeeper,"Jan 8, 1990",29,10000000.0
Serie A,AS Roma,Antonio Mirante,Goalkeeper,"Jul 8, 1983",35,800000.0
Serie A,AS Roma,Daniel Fuzato,Goalkeeper,"Jul 4, 1997",21,100000.0
Serie A,AS Roma,Konstantinos Manolas,Centre-Back,"Jun 14, 1991",27,45000000.0
Serie A,AS Roma,Juan Jesus,Centre-Back,"Jun 10, 1991",27,11000000.0
Serie A,AS Roma,Federico Fazio,Centre-Back,"Mar 17, 1987",32,10000000.0
Serie A,AS Roma,Iván Marcano,Centre-Back,"Jun 23, 1987",31,6000000.0
Serie A,AS Roma,Aleksandar Kolarov,Left-Back,"Nov 10, 1985",33,12000000.0
Serie A,AS Roma,Davide Santon,Left-Back,"Jan 2, 1991",28,5000000.0
Serie A,AS Roma,Alessandro Florenzi,Right-Back,"Mar 11, 1991",28,30000000.0
Serie A,AS Roma,Rick Karsdorp,Right-Back,"Feb 11, 1995",24,7500000.0
Serie A,AS Roma,Steven Nzonzi,Defensive Midfield,"Dec 15, 1988",30,28000000.0
Serie A,AS Roma,Daniele De Rossi,Defensive Midfield,"Jul 24, 1983",35,3500000.0
Serie A,AS Roma,Lorenzo Pellegrini,Central Midfield,"Jun 19, 1996",22,35000000.0
Serie A,AS Roma,Bryan Cristante,Central Midfield,"Mar 3, 1995",24,25000000.0
Serie A,AS Roma,Nicolò Zaniolo,Attacking Midfield,"Jul 2, 1999",19,40000000.0
Serie A,AS Roma,Javier Pastore,Attacking Midfield,"Jun 20, 1989",29,15000000.0
Serie A,AS Roma,Ante Coric,Attacking Midfield,"Apr 14, 1997",21,7000000.0
Serie A,AS Roma,Stephan El Shaarawy,Left Winger,"Oct 27, 1992",26,26000000.0
Serie A,AS Roma,Justin Kluivert,Left Winger,"May 5, 1999",19,20000000.0
Serie A,AS Roma,Diego Perotti,Left Winger,"Jul 26, 1988",30,15000000.0
Serie A,AS Roma,Cengiz Ünder,Right Winger,"Jul 14, 1997",21,35000000.0
Serie A,AS Roma,Edin Dzeko,Centre-Forward,"Mar 17, 1986",33,23000000.0
Serie A,AS Roma,Patrik Schick,Centre-Forward,"Jan 24, 1996",23,15000000.0
Serie A,SS Lazio,Thomas Strakosha,Goalkeeper,"Mar 19, 1995",24,20000000.0
Serie A,SS Lazio,Silvio Proto,Goalkeeper,"May 23, 1983",35,600000.0
Serie A,SS Lazio,Guido Guerrieri,Goalkeeper,"Feb 25, 1996",23,300000.0
Serie A,SS Lazio,Francesco Acerbi,Centre-Back,"Feb 10, 1988",31,10000000.0
Serie A,SS Lazio,Luiz Felipe,Centre-Back,"Mar 22, 1997",22,8000000.0
Serie A,SS Lazio,Wallace,Centre-Back,"Oct 14, 1994",24,8000000.0
Serie A,SS Lazio,Stefan Radu,Centre-Back,"Oct 22, 1986",32,6000000.0
Serie A,SS Lazio,Bastos,Centre-Back,"Mar 27, 1991",28,5000000.0
Serie A,SS Lazio,Jordan Lukaku,Left-Back,"Jul 25, 1994",24,7000000.0
Serie A,SS Lazio,Riza Durmisi,Left-Back,"Jan 8, 1994",25,5000000.0
Serie A,SS Lazio,Patric,Right-Back,"Apr 17, 1993",25,2000000.0
Serie A,SS Lazio,Dusan Basta,Right-Back,"Aug 18, 1984",34,500000.0
Serie A,SS Lazio,Milan Badelj,Defensive Midfield,"Feb 25, 1989",30,13000000.0
Serie A,SS Lazio,Lucas Leiva,Defensive Midfield,"Jan 9, 1987",32,10000000.0
Serie A,SS Lazio,Sergej Milinkovic-Savic,Central Midfield,"Feb 27, 1995",24,75000000.0
Serie A,SS Lazio,Luis Alberto,Central Midfield,"Sep 28, 1992",26,30000000.0
Serie A,SS Lazio,Valon Berisha,Central Midfield,"Feb 7, 1993",26,7500000.0
Serie A,SS Lazio,Marco Parolo,Central Midfield,"Jan 25, 1985",34,4000000.0
Serie A,SS Lazio,Danilo Cataldi,Central Midfield,"Aug 6, 1994",24,4000000.0
Serie A,SS Lazio,Rômulo,Central Midfield,"May 22, 1987",31,3000000.0
Serie A,SS Lazio,Bruno Jordão,Central Midfield,"Oct 12, 1998",20,1000000.0
Serie A,SS Lazio,Adam Marusic,Right Midfield,"Oct 17, 1992",26,10000000.0
Serie A,SS Lazio,Senad Lulic,Left Midfield,"Jan 18, 1986",33,5000000.0
Serie A,SS Lazio,Pedro Neto,Right Winger,"Mar 9, 2000",19,2500000.0
Serie A,SS Lazio,Joaquín Correa,Second Striker,"Aug 13, 1994",24,13000000.0
Serie A,SS Lazio,Ciro Immobile,Centre-Forward,"Feb 20, 1990",29,50000000.0
Serie A,SS Lazio,Felipe Caicedo,Centre-Forward,"Sep 5, 1988",30,2500000.0
Serie A,ACF Fiorentina,Alban Lafont,Goalkeeper,"Jan 23, 1999",20,17000000.0
Serie A,ACF Fiorentina,Pietro Terracciano,Goalkeeper,"Mar 8, 1990",29,800000.0
Serie A,ACF Fiorentina,Simone Ghidotti,Goalkeeper,"Mar 19, 2000",19,75000.0
Serie A,ACF Fiorentina,Nikola Milenkovic,Centre-Back,"Oct 12, 1997",21,35000000.0
Serie A,ACF Fiorentina,Germán Pezzella,Centre-Back,"Jun 27, 1991",27,20000000.0
Serie A,ACF Fiorentina,Vitor Hugo,Centre-Back,"May 20, 1991",27,9000000.0
Serie A,ACF Fiorentina,Federico Ceccherini,Centre-Back,"May 11, 1992",26,2800000.0
Serie A,ACF Fiorentina,Cristiano Biraghi,Left-Back,"Sep 1, 1992",26,10000000.0
Serie A,ACF Fiorentina,David Hancko,Left-Back,"Dec 13, 1997",21,2500000.0
Serie A,ACF Fiorentina,Vincent Laurini,Right-Back,"Jun 10, 1989",29,1800000.0
Serie A,ACF Fiorentina,Christian Nörgaard,Defensive Midfield,"Mar 10, 1994",25,2000000.0
Serie A,ACF Fiorentina,Jordan Veretout,Central Midfield,"Mar 1, 1993",26,25000000.0
